Time,volts,current,watts,amp_hour,watt_hour
1518682022.8062694,4.154,10.342,42.823,26.31789466820995,0
1518682028.5630903,4.154,10.186,42.363,26.334183273171583,0
1518682034.3218293,4.152,10.052,41.759,26.35026295216428,0
1518682040.082398,4.152,9.936,41.216,26.366162121552097,0
1518682045.8426085,4.152,9.805,40.779,26.381850694910554,0
1518682051.6007288,4.152,9.693,40.25,26.39735443381396,0
1518682057.3602595,4.154,9.534,39.53,26.412607591170143,0
1518682063.1207225,4.154,9.436,39.173,26.427706404742867,0
1518682068.8796294,4.152,9.31,38.653,26.44259957771295,0
1518682074.6414201,4.152,9.183,38.119,26.45729694562389,0
1518682080.3979762,4.152,9.086,37.766,26.47182585343659,0
1518682086.1570683,4.152,8.915,36.986,26.486087605104583,0
1518682091.9182715,4.152,8.857,36.916,26.50026176552985,0
1518682097.6797647,4.152,8.797,36.549,26.514340614344682,0
1518682103.436704,4.152,8.687,36.08,26.528232428398468,0
1518682109.1955168,4.154,8.514,35.563,26.541852020917275,0
1518682114.9535637,4.152,8.435,34.961,26.555343444614547,0
1518682120.7129438,4.154,8.38,34.792,26.568750001630125,0
1518682126.4729414,4.154,8.286,34.378,26.582007596120572,0
1518682132.2360754,4.154,8.154,33.775,26.595061094636655,0
1518682137.9927053,4.154,8.105,33.635,26.608021507329678,0
1518682143.751679,4.154,7.928,32.92,26.620704046965443,0
1518682149.5109076,4.154,7.922,32.78,26.633377549690938,0
1518682155.2653787,4.154,7.753,32.414,26.645770442512102,0
1518682161.0268462,4.154,7.659,31.805,26.658027964526482,0
1518682166.7851293,4.154,7.637,31.712,26.670243522395097,0
1518682172.5463617,4.154,7.572,31.415,26.682361314492823,0
1518682178.3069408,4.154,7.439,30.881,26.694264911157624,0
1518682184.0651464,4.154,7.356,30.839,26.70603084470703,0
1518682189.8244596,4.154,7.291,30.416,26.717695053556962,0
1518682195.5854216,4.154,7.245,30.096,26.72928898960094,0
1518682201.3458254,4.154,7.178,29.775,26.74077459487591,0
1518682207.105199,4.154,7.062,29.315,26.752072566215134,0
1518682212.8628752,4.154,6.98,29.05,26.76323606047889,0
1518682218.6225507,4.154,6.944,28.869,26.7743458345598,0
1518682224.380192,4.154,6.903,28.591,26.785386111782195,0
1518682230.1414065,4.154,6.82,28.275,26.796300412574944,0
1518682235.9004571,4.154,6.711,27.926,26.80703624274943,0
1518682241.6589441,4.154,6.676,27.703,26.81771503694932,0
1518682247.417305,4.154,6.583,27.295,26.8282448396047,0
1518682253.176559,4.154,6.536,27.202,26.838701085161638,0
1518682258.9364378,4.154,6.477,26.825,26.84906406723546,0
1518682264.6900165,4.154,6.423,26.658,26.8593294104998,0
1518682270.4447153,4.154,6.33,26.375,26.86944808914112,0
1518682276.2019222,4.154,6.295,26.073,26.879515205124818,0
1518682281.9550092,4.154,6.23,25.827,26.889471241869995,0
1518682287.7140737,4.154,6.156,25.469,26.899319242055483,0
1518682293.4740222,4.154,6.091,25.316,26.909064754906893,0
1518682299.2359788,4.154,6.041,24.981,26.918733638344342,0
1518682304.9977405,4.154,5.951,24.81,26.928258150475028,0
1518682310.756027,4.154,5.928,24.373,26.937740128872395,0
1518682316.5168488,4.154,5.83,24.391,26.947069459763103,0
1518682322.274801,4.154,5.765,24.015,26.956290180460215,0
1518682328.033183,4.154,5.696,23.723,26.96540122055438,0
1518682333.7943752,4.154,5.685,23.574,26.974499103052683,0
1518682339.5546615,4.154,5.616,23.388,26.98348514972932,0
1518682345.3142648,4.154,5.591,23.072,26.992430133573084,0
1518682351.0675807,4.154,5.554,23.017,27.00130622153163,0
1518682356.8278775,4.154,5.499,22.812,27.010105074926617,0
1518682362.5864682,4.154,5.443,22.631,27.018811744140653,0
1518682368.34215,4.154,5.342,22.148,27.027352536342146,0
1518682374.0956676,4.154,5.346,22.232,27.035896510019306,0
1518682379.8491526,4.154,5.323,21.86,27.044403676815236,0
1518682385.608288,4.154,5.291,21.93,27.05286800621788,0
1518682391.365738,4.154,5.231,21.737,27.06123390073055,0
1518682397.1223457,4.154,5.189,21.598,27.069531411209244,0
1518682402.8805904,4.154,5.148,21.417,27.07776570120587,0
1518682408.6342955,4.154,5.1,21.203,27.085916783324222,0
1518682414.3933318,4.155,5.047,20.975,27.09399063227396,0
1518682420.1474714,4.155,5.031,20.838,27.10203204245131,0
1518682425.905334,4.155,4.967,20.627,27.109976293388744,0
1518682431.6644814,4.155,4.909,20.364,27.11782953078158,0
1518682437.423947,4.154,4.85,20.127,27.12558881095324,0
1518682443.183022,4.155,4.887,20.097,27.133406755165794,0
1518682448.9418104,4.155,4.845,20.153,27.141157124483126,0
1518682454.697298,4.155,4.829,20.018,27.1488774717078,0
1518682460.4525619,4.155,4.773,19.781,27.156507992303112,0
1518682466.211718,4.155,4.712,19.721,27.164046087898154,0
1518682471.9690933,4.155,4.717,19.563,27.17158984873388,0
1518682477.7280831,4.155,4.667,19.391,27.17905573913601,0
1518682483.4873743,4.155,4.599,19.01,27.186413233608278,0
1518682489.2462504,4.155,4.564,18.912,27.193714208734175,0
1518682495.0048733,4.155,4.549,18.889,27.200990868596044,0
1518682500.76324,4.155,4.527,18.838,27.208232014876213,0
1518682506.5213099,4.155,4.495,18.657,27.21542160474917,0
1518682512.2802372,4.155,4.454,18.619,27.22254667763691,0
1518682518.0402715,4.155,4.448,18.494,27.22966352004456,0
1518682523.7984984,4.155,4.431,18.169,27.236750937618886,0
1518682529.5567756,4.155,4.334,18.071,27.243683263532397,0
1518682535.3156264,4.155,4.382,18.187,27.250693064716337,0
1518682541.0703135,4.155,4.268,17.736,27.257515565943663,0
1518682546.82734,4.155,4.257,17.755,27.264323249701803,0
1518682552.586689,4.155,4.265,17.788,27.271146478575282,0
1518682558.345112,4.155,4.24,17.639,27.277928621325703,0
1518682564.101143,4.155,4.225,17.597,27.284683963026083,0
1518682569.8600137,4.155,4.211,17.495,27.291420242222625,0
1518682575.6183681,4.155,4.114,17.067,27.298000761696574,0
1518682581.3766377,4.155,4.152,17.211,27.30464196590908,0
1518682587.1331427,4.155,4.091,17.137,27.311183594244135,0
1518682592.8861253,4.155,4.094,17.035,27.31772601391959,0
1518682598.64506,4.155,4.027,16.872,27.324168022303724,0
1518682604.400577,4.155,4.03,16.751,27.330611003840907,0
1518682610.1604657,4.155,4.013,16.663,27.33703167971546,0
1518682615.9189649,4.155,3.972,16.538,27.343385223772668,0
1518682621.6719828,4.155,3.951,16.435,27.349699160920522,0
1518682627.4255102,4.155,3.926,16.356,27.355973702193772,0
1518682633.184834,4.155,3.895,16.231,27.36220497062121,0
1518682638.943435,4.155,3.887,16.11,27.368422660036096,0
1518682644.6960535,4.155,3.878,16.129,27.374619508575474,0
1518682650.4554412,4.155,3.797,15.999,27.380694062802338,0
1518682656.2148554,4.155,3.794,15.771,27.386763845430025,0
1518682661.9736245,4.155,3.716,15.515,27.392708174800948,0
1518682667.7327306,4.155,3.701,15.399,27.398628855882958,0
1518682673.489046,4.155,3.755,15.608,27.4046330127132,0
1518682679.2471402,4.155,3.724,15.483,27.410589441136924,0
1518682685.006121,4.155,3.709,15.381,27.41652279102737,0
1518682690.7643158,4.155,3.689,15.148,27.422423341325263,0
1518682696.5243068,4.155,3.659,15.116,27.428277732107183,0
1518682702.282601,4.155,3.623,15.0,27.434072815553886,0
1518682708.0430374,4.155,3.623,14.995,27.439870054637797,0
1518682713.7986064,4.155,3.593,14.804,27.445614432234837,0
1518682719.5540323,4.155,3.574,14.916,27.45132829119981,0
1518682725.314546,4.155,3.542,14.73,27.456995996704705,0
1518682731.072835,4.155,3.546,14.674,27.46266791123212,0
1518682736.8318448,4.155,3.47,14.391,27.46821895682607,0
1518682742.5931075,4.155,3.486,14.535,27.473797779497247,0
1518682748.3517363,4.155,3.464,14.465,27.47933886014164,0
1518682754.112634,4.155,3.461,14.335,27.484877323119317,0
1518682759.8700037,4.155,3.445,14.326,27.4903868061226,0
1518682765.6240892,4.155,3.434,14.228,27.49587556438566,0
1518682771.3778353,4.155,3.385,14.056,27.5012856839192,0
1518682777.1375656,4.155,3.348,13.926,27.506642233134517,0
1518682782.8980756,4.155,3.365,14.015,27.512026709812755,0
1518682788.6566823,4.155,3.341,13.815,27.517371016727232,0
1518682794.4161012,4.155,3.299,13.694,27.52264888427265,0
1518682800.1758828,4.155,3.287,13.657,27.527907884860447,0
1518682805.935358,4.155,3.3,13.62,27.533187403822353,0
1518682811.6929808,4.155,3.268,13.527,27.53841404577932,0
1518682817.4537046,4.155,3.208,13.392,27.543547490791624,0
1518682823.2134297,4.155,3.215,13.42,27.548691245285152,0
1518682828.9728909,4.155,3.227,13.373,27.553853962278975,0
